이름,이미지,맛,종류
"청우식품 우유먹은공룡 비스킷, 60g, 10개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/04/02/9/6/87dede40-932b-4776-93a4-014536883a26.jpg,새콤한맛,비스킷
"로투스 비스코프 샌드 크림, 150g, 9개",https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d1b9/e26503d3c3d31c88c5299934c3d9eff0357a49f2857fb16b906566100362.jpg,새콤한맛,비스킷
로투스 크림샌드 비스코프크림 150g x 3개,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e788/6df8f36d07e9f9b602e5d809db1b54a305a143049561536c0c529eebb8b4.jpg,새콤한맛,비스킷
"[쿠팡수입] 5D 동물모양 비스켓 밀크 과자, 108g, 8개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/15/9/2/222b5790-5dc5-4d72-8570-ec9fd212220f.jpg,새콤한맛,비스킷
"크라운 화이트 하임, 47g, 18개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6952132190413-b4aa544c-3052-4b8b-9d07-4ee7b7f994bb.jpg,새콤한맛,비스킷
"크라운 쿠크다스 화이트토르테, 20개입, 144g",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/10/23/22/8/ab09f4d7-bbe0-43fa-a0e1-92594734a95f.jpg,새콤한맛,비스킷
"로투스 비스코프 샌드 크림, 150g, 3개",https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5a1b/3c20227bdd82752afb6b60a53ce272678be9f24ebe2de543224ce90ddac3.jpg,새콤한맛,비스킷
"미주라 요거트 비스켓, 400g, 12개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5e43/d1b057d5e3db9f6d3fc7c8ceba9bf719822e4d9b9987655abbe86a3e6a60.jpg,새콤한맛,비스킷
"크라운 쿠크다스 화이트, 128g, 8개",https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7028/d28e3f850e052388ddf332b1b32fd26fdbe6e986a37379d4a96cb8772038.jpg,새콤한맛,비스킷
"[크라운제과] 쿠크다스 화이트토르테맛(64gx24개), 상세 설명 참조, 상세 설명 참조",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6091/0a2be3dc2c62f155bfa1603dc30da07602573f8761e69ea600cf54e9b511.jpg,새콤한맛,비스킷
"크라운 쿠크다스 화이트토르테, 10개입, 144g",https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/60a1/550df55881593c07181821ac3942811ddbba7c4d36f0e1b0a3e93d9d6e0c.jpg,새콤한맛,비스킷
"미주라 요거트비스켓, 400g, 2개",https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2514767321070250-27dc3029-af76-4ca1-aa72-13d1fde9bbcc.jpg,새콤한맛,비스킷
"로투스 비스코프 샌드 크림, 150g, 3개",https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5a1b/3c20227bdd82752afb6b60a53ce272678be9f24ebe2de543224ce90ddac3.jpg,새콤한맛,비스킷
"DN181968 쿠크다스 화이트 72g X 12곽 기획세트 부드러운쿠키 티타임간식 어린이간식 수입과자 대용량과자 간식 인간사료 봉지과자 과자세트 초코과자 쌀과자 사무실간식 새우깡, 단일 수량",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4127/82627074a3c7f6fc650fe0b008ae7e743fd5d594d39a8a00a2d65f7dca62.jpg,새콤한맛,비스킷
"미주라 요거트 비스켓, 400g, 12개",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/117828052246577-c06e2ad2-3e5c-4d01-87e9-e9b5e3c9474c.jpg,새콤한맛,비스킷
"미주라 요거트 비스켓, 400g, 1개",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1625/b32dd8310bd51de515f310c77d349c135d24e071236398fbf1f35d81487a.jpg,새콤한맛,비스킷
"크라운 화이트 하임, 142g, 40개",https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/28/13/1/3f59f42b-2645-40f4-bb43-80572bb21662.jpg,새콤한맛,비스킷
"네이네이 밀크비스켓, 396g, 1개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/17/16/8/3251eee9-50be-48e1-9bf4-cc57935ff288.jpg,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 10개",https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/48e410f7-9325-4a59-8c8c-34e53473c0d81847874708505526937.png,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 12개",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/d45a8ed1-ef4b-4d19-b3c0-6f5df2b796e79125413176142712063.png,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 8개",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1922801f-ea6b-406a-ac4f-2685e6dcf1dd5741259083669342688.png,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 6개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/a2abb150-e0ea-4ea7-a11d-4f0bdb5229004256920392652255210.png,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 4개",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/016d86dc-2efb-4130-a12d-dc1fc37eb4948617775284702756629.png,새콤한맛,비스킷
"롯데제과 롯샌 화이트크림깜뜨, 315g, 2개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5470150344878992-7dad0de3-efe0-4a41-8064-b4df3b4460fd.jpg,새콤한맛,비스킷
"오리온 마리 비스킷 12p, 222g, 1개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/64e1/0129da28f1cbf234d09aa664a36807e926f55c79c687326b791c23182629.png,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 2개",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a535/dc97f5666e670facd98c37b1a06cdce2928895378b7a3457554c12a74386.jpg,새콤한맛,비스킷
"롯데샌드 화이트 크림 깜뜨 벌크 6p, 315g, 4개",https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6789/9a6f096d4838e73fc982a20255c15c8089303638a5522f1675ffedf446bf.jpg,새콤한맛,비스킷
"고어헤드 요거트 브레이크 포레스트후르츠 5p, 178g, 2개",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/01/20/14/3/36ef8618-dd1a-4343-acd2-05465b59c8ff.jpg,새콤한맛,비스킷
